Content Tab,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab
Details,113722,(P) Soori Villa 505,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,973,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113722,(P) Soori Villa 505,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113722,(P) Soori Villa 505,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113723,(P) Soori Villa 506,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,973,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113723,(P) Soori Villa 506,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113723,(P) Soori Villa 506,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113724,(P) Soori Villa 507,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,973,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113724,(P) Soori Villa 507,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113724,(P) Soori Villa 507,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113725,Uluwatu cliffside C1,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,"Desa Pecatu,    Bali Kuta Selatan Indonesia 80364",928,Lifetime: 1 // $3166,Kathleen Moshonas (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113725,Uluwatu cliffside C1,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113725,Uluwatu cliffside C1,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113726,(A) Uluwatu cliffside C2,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,928,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113726,(A) Uluwatu cliffside C2,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113726,(A) Uluwatu cliffside C2,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113727,(A) Uluwatu cliffside C3,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,928,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113727,(A) Uluwatu cliffside C3,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113727,(A) Uluwatu cliffside C3,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113728,(A) Uluwatu cliffside C4,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,928,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113728,(A) Uluwatu cliffside C4,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113728,(A) Uluwatu cliffside C4,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113729,(A) Uluwatu cliffside C5,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,No address on file,928,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113729,(A) Uluwatu cliffside C5,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113729,(A) Uluwatu cliffside C5,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113730,Uluwatu Hillside Villa,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,"Desa Pecatu,    Bali Kuta Selatan Indonesia 80364",928,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113730,Uluwatu Hillside Villa,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113730,Uluwatu Hillside Villa,Bali,Edward Puglia,BLUEWAY - Alila Hotels & Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113731,Hale Lani Kai,Maui,Edward Puglia,BLUEWAY - Patti Rollefstad (Hale Lani Kai),No address on file,986,Lifetime: 26 // $82523,-,-,All Clear,-,-,-,-,-,-,-,-,-,113731,Hale Lani Kai,Maui,Edward Puglia,BLUEWAY - Patti Rollefstad (Hale Lani Kai),2013,-,30% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,30%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113731,Hale Lani Kai,Maui,Edward Puglia,BLUEWAY - Patti Rollefstad (Hale Lani Kai),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113733,Soaring Eagle - Granite Ridge 3088,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,3335 West Village Dr.  Wyoming Jackson USA,980,Lifetime: 5 // $6016,Kayla Vanderbanck (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113733,Soaring Eagle - Granite Ridge 3088,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113733,Soaring Eagle - Granite Ridge 3088,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113736,Paintbrush - Crystal Springs 305,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,"3335 West Village Dr.  Wyoming Teton Village USA 83025",980,Lifetime: 1 // $280,Frederick Bouari (1/2016),-,All Clear,Orange: Impactful issues were noticed at the property that would require labor to be resolved,18-Feb-16,"Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Construction next door
Missing welcome book",-,-,-,-,-,-,113736,Paintbrush - Crystal Springs 305,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113736,Paintbrush - Crystal Springs 305,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113737,Cottonwood - Crystal Springs 305,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,"3335 West Village Dr.  Wyoming Teton Village USA 83025",980,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113737,Cottonwood - Crystal Springs 305,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113737,Cottonwood - Crystal Springs 305,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113739,Buffalo - Crystal Springs 302,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,"3335 West Village Dr.  Wyoming Teton Village USA 83025",980,Lifetime: 1 // $1400,-,-,All Clear,-,-,-,-,-,-,-,-,-,113739,Buffalo - Crystal Springs 302,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113739,Buffalo - Crystal Springs 302,Wyoming - Jackson Hole,Julie Belanger,Teton Resorts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113745,Chalet Trois Ours,French Alps,Patrick Cosculluela,BLUEWAY - Avery Crest,Route des Chalets Meribel Les Allues France,985,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113745,Chalet Trois Ours,French Alps,Patrick Cosculluela,BLUEWAY - Avery Crest,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113745,Chalet Trois Ours,French Alps,Patrick Cosculluela,BLUEWAY - Avery Crest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113746,Chalet du Vallon,French Alps,Patrick Cosculluela,BLUEWAY - Avery Crest,Hameau des Granges Meribel Les Allues France,985,Lifetime: 2 // $8017,-,-,All Clear,-,-,-,-,-,-,-,-,-,113746,Chalet du Vallon,French Alps,Patrick Cosculluela,BLUEWAY - Avery Crest,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113746,Chalet du Vallon,French Alps,Patrick Cosculluela,BLUEWAY - Avery Crest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113758,Cas’hereu Sa Figuera,Mallorca,Patrick Cosculluela,BLUEWAY - Ca S'Hereu Sa Figuera,13 Camino De Can Gordo  Balearic Islands Sóller Spain 07108,764,Lifetime: 4 // $4443,Chloee Whyte (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113758,Cas’hereu Sa Figuera,Mallorca,Patrick Cosculluela,BLUEWAY - Ca S'Hereu Sa Figuera,2014,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113758,Cas’hereu Sa Figuera,Mallorca,Patrick Cosculluela,BLUEWAY - Ca S'Hereu Sa Figuera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113772,Bahia Beach Las Verandas A-06,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",Road 187 Km 4.2 Puerto Rico Rio Grande USA 00745,956,Lifetime: 3 // $3102,Laura Consolante (11/2015),-,All Clear,-,-,-,-,-,-,-,-,-,113772,Bahia Beach Las Verandas A-06,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113772,Bahia Beach Las Verandas A-06,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113773,Bahia Beach Las Verandas A-10,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",Road 187 Km 4.2 Puerto Rico Rio Grande USA 00745,956,Lifetime: 2 // $4412,Online Sale (1/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,27-Dec-15,Guest survey or other feedback received: Welcome :all good,-,-,-,-,-,-,113773,Bahia Beach Las Verandas A-10,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113773,Bahia Beach Las Verandas A-10,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113776,Bahia Beach Las Verandas A-87,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",Road 187 Km 4.2 Puerto Rico Rio Grande USA 00745,956,Lifetime: 1 // $660,-,-,All Clear,-,-,-,-,-,-,-,-,-,113776,Bahia Beach Las Verandas A-87,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113776,Bahia Beach Las Verandas A-87,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113777,Bahia Beach Las Ventanas B-19,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",Road 187 Km 4.2 Puerto Rico Rio Grande USA 00745,956,Lifetime: 4 // $7832,Matthew Richman (10/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,06-Feb-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: welcome:all good,-,-,-,-,-,-,113777,Bahia Beach Las Ventanas B-19,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113777,Bahia Beach Las Ventanas B-19,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113780,(H) Bahia Beach Las Estancias 25,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",No address on file,956,Lifetime: 1 // $2619,-,-,All Clear,-,-,-,-,-,-,-,-,-,113780,(H) Bahia Beach Las Estancias 25,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113780,(H) Bahia Beach Las Estancias 25,Puerto Rico,Edward Puglia,"BLUEWAY - Bahia Realty, Inc.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113788,Chalet Le Chardon,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,"Vanoise National Park, Rue de la Legettaz Tarentaise Valley Val d’Isere France",963,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113788,Chalet Le Chardon,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113788,Chalet Le Chardon,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113789,Chalet Le Mistral,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,"Vanoise National Park, Rue de la Legettaz Tarentaise Valley Val d’Isere France",963,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113789,Chalet Le Mistral,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113789,Chalet Le Mistral,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113790,Chalet Lafitenia,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,"Vanoise National Park, Rue de la Legettaz Tarentaise Valley Val d’Isere France",963,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113790,Chalet Lafitenia,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113790,Chalet Lafitenia,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113791,Chalet La Bergerie,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,"Vanoise National Park, Rue de la Legettaz Tarentaise Valley Val d’Isere France",963,Lifetime: 1 // $5599,Vladimir de Baghy (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113791,Chalet La Bergerie,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113791,Chalet La Bergerie,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113792,Chalet Kilimanjaro,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,"Vanoise National Park, Rue de la Legettaz Tarentaise Valley Val d’Isere France",963,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113792,Chalet Kilimanjaro,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113792,Chalet Kilimanjaro,French Alps,Patrick Cosculluela,BLUEWAY - C Mountain Lodges Limited,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113793,No. 5 - 3 Bedroom South,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,5 Rue de Médran  Entremont Bagnes Switzerland,965,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113793,No. 5 - 3 Bedroom South,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,2012,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113793,No. 5 - 3 Bedroom South,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113794,No. 5 - Apartment 5,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,5 Rue de Médran  Entremont Bagnes Switzerland,810,Lifetime: 2 // $2556,Andrew Smith (3/2016),-,All Clear,Green-DA: Good condition - inspections are not allowed,-,Guest survey or other feedback received: ,-,-,-,-,-,-,113794,No. 5 - Apartment 5,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,2012,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113794,No. 5 - Apartment 5,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113795,No. 5 - Penthouse,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,5 Rue de Médran  Entremont Bagnes Switzerland,921,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113795,No. 5 - Penthouse,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,2012,-,100% non refundable,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113795,No. 5 - Penthouse,Swiss Alps,Julie Belanger,BLUEWAY - Bramble,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113803,Bonavista,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1B Gibbs Beach St. Peter Gibbes Barbados BB26010,960,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113803,Bonavista,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113803,Bonavista,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113804,Still Fathoms,Barbados,Edward Puglia,Blue Sky Luxury,Highway 1B Reed's Bay St. James Lower Carlton Barbados BB24022,960,Lifetime: 5 // $28046,Monica Allard (11/2015),-,All Clear,-,-,-,-,-,-,-,-,-,113804,Still Fathoms,Barbados,Edward Puglia,Blue Sky Luxury,2003,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113804,Still Fathoms,Barbados,Edward Puglia,Blue Sky Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113842,Saving Grace,Turks and Caicos,Mike Rollins,BLUEWAY - The Source TC,Unnamed Road Providenciales Grace Bay Turks and Caicos Islands TKCA 1ZZ,587,Lifetime: 29 // $122210,Jay Lunan (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,22-Feb-16,Guest survey or other feedback received: VIP advance :all good,-,-,-,-,-,-,113842,Saving Grace,Turks and Caicos,Mike Rollins,BLUEWAY - The Source TC,2004,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113842,Saving Grace,Turks and Caicos,Mike Rollins,BLUEWAY - The Source TC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113843,Chalet Himalaya,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),"Vanoise National Park,  Rue des Étroits Tarentaise Valley Val d’Isere France",938,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113843,Chalet Himalaya,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113843,Chalet Himalaya,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113844,Chalet Toit du Monde,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),"Vanoise National Park,  Rue des Étroits Tarentaise Valley Val d’Isere France",938,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,113844,Chalet Toit du Monde,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113844,Chalet Toit du Monde,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113845,Domaine Toit du Monde,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),La Daille  Rhone-Alpes Val D'Isere France 73150,938,Lifetime: 1 // $3102,-,-,All Clear,-,-,-,-,-,-,-,-,-,113845,Domaine Toit du Monde,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),2013,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113845,Domaine Toit du Monde,French Alps,Patrick Cosculluela,BLUEWAY - SARL Himalaya (Toit du Monde),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113846,(H) The Royal Hawaiian Beach Estate,Oahu,Edward Puglia,BLUEWAY - The Royal Hawaiian Estate,No address on file,956,Lifetime: 2 // $8697,-,-,All Clear,-,-,-,-,-,-,-,-,-,113846,(H) The Royal Hawaiian Beach Estate,Oahu,Edward Puglia,BLUEWAY - The Royal Hawaiian Estate,2013,-,100% non refundable,18%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113846,(H) The Royal Hawaiian Beach Estate,Oahu,Edward Puglia,BLUEWAY - The Royal Hawaiian Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113864,Ocean Breeze,Maui,Edward Puglia,BLUEWAY - Ocean Breeze,500 Kapalua Drive Hawaii Lahaina USA,936,Lifetime: 36 // $66664,Mani Chanmany (3/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,22-Feb-16,Guest survey or other feedback received: All good as per report,-,-,-,-,-,-,113864,Ocean Breeze,Maui,Edward Puglia,BLUEWAY - Ocean Breeze,2013,-,30% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,30%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113864,Ocean Breeze,Maui,Edward Puglia,BLUEWAY - Ocean Breeze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113869,Hacienda Paraiso,Riviera Maya,Diana Soler,BLUEWAY - Hacienda Paraiso,"Paraiso Beach, Carretera Boca Paila km 0.5 Quintana Roo Tulum Mexico",937,Lifetime: 20 // $40281,James D'Silva (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,30-Jan-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Welcome Inspection: good report.,-,-,-,-,-,-,113869,Hacienda Paraiso,Riviera Maya,Diana Soler,BLUEWAY - Hacienda Paraiso,2013,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113869,Hacienda Paraiso,Riviera Maya,Diana Soler,BLUEWAY - Hacienda Paraiso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,113870,Villa Royal Palms,Costa Rica,Diana Soler,BLUEWAY - Best in Jaco,Unnamed Road off Carr Pacífica Fernández Oreamuno Puntarenas Playa Hermosa Costa Rica,921,Lifetime: 13 // $22106,Michael Rassy (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,113870,Villa Royal Palms,Costa Rica,Diana Soler,BLUEWAY - Best in Jaco,2013,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,113870,Villa Royal Palms,Costa Rica,Diana Soler,BLUEWAY - Best in Jaco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
